1050416
580517.82000000007
1029155
1829838.5604046471
2740062.0308899991
1780857.8599999999
1189808
1417037.8730000001
1076309
1192413
2605092
3392317
1653026
781603
1669028.0999999999
2143564.4200000004
1568547.4100000001
2382816.43
1942734
736053
1071121
1453665
1679920
1641440
374061.14
711677
1447552
764648.67999999993
844274.7
811098
732771.8600000001
1915573
696992
532818
